latitude,longitude,name,desc,color,source,precision
42.402602,-71.234072,"800 Lexington St, Waltham, MA 02452","800 Lexington St, Waltham, Middlesex, MA, US",,MapQuest,address
42.375389,-71.24475,"55 Russell St., Waltham, MA 02453","55 Russell St, Waltham, Middlesex, MA, US",,MapQuest,address
41.773087,-70.712574,"33 Charge Pond Road, Wareham, MA 02571","33 Charge Pond Rd, Wareham, Plymouth, MA, US",,MapQuest,address
42.365865,-71.185309,"27-43 Main St, Watertown, MA 02472","27 Main St, #43, Watertown, Middlesex, MA, US",,MapQuest,address
42.371912,-71.15705,"655 Mount Auburn Street, Watertown, MA 02472","655 Mount Auburn St, Watertown, Middlesex, MA, US",,MapQuest,address
42.361983,-71.193991,"189 Watertown Street, Watertown, MA 02472","189 Watertown St, Watertown, Middlesex, MA, US",,MapQuest,address
42.321942,-71.364465,"150 Main St., Wayland, MA 01778","150 Main St, Wayland, Middlesex, MA, US",,MapQuest,address
42.058821,-71.866543,"112 E. Main St., Webster, MA 01570","112 E Main St, Webster, Worcester, MA, US",,MapQuest,address
42.06287,-71.86736,"East Village Square, 2 Worcester Rd, Webster, MA 01570","2 Worcester Road, Webster, MA, US",,MapQuest,address
41.690684,-70.340192,"2240 Iyannough Rd, West Barnstable, MA 02668","2240 Iyannough Rd, West Barnstable, Barnstable, MA, US",,MapQuest,address
42.018968,-71.00816,"2 W. Center St., West Bridgewater, MA 02379","2 W Center St, West Bridgewater, Plymouth, MA, US",,MapQuest,address
42.107263,-72.622794,"152 Elm St, West Springfield, MA 01089","152 Elm St, West Springfield, Hampden, MA, US",,MapQuest,address
42.12874,-72.62659,"935 Riverdale Street, W. Springfield, MA 01089","935 Riverdale St, West Springfield, Hampden, MA, US",,MapQuest,address
42.113538,-72.724635,"427 East Main St, Westfield, MA 01085","427 E Main St, Westfield, Hampden, MA, US",,MapQuest,address
41.660335,-71.083448,"599 State Rd, Westport, MA 02790","599 State Rd, Westport, Bristol, MA, US",,MapQuest,address
42.206111,-71.152501,"169 University Avenue, Westwood, MA 02090","169 University Ave, Westwood, Norfolk, MA, US",,MapQuest,address
42.245752,-70.93587,"737 Bridge Street, Weymouth, MA 02191","737 Bridge St, North Weymouth, Norfolk, MA, US",,MapQuest,address
42.501658,-71.158858,"2 Elm Street, Woburn, MA 01801","2 Elm St, Woburn, Middlesex, MA, US",,MapQuest,address
42.266683,-71.017739,"42 Beale St, Wollaston, MA 02170","42 Beale St, Quincy, Norfolk, MA, US",,MapQuest,address
42.258715,-71.824501,"100 Mayfield Street, Worcester, MA 01602","100 Mayfield St, Worcester, Worcester, MA, US",,MapQuest,address
42.294486,-71.758883,"425 Lake Avenue North, Suite 201, Worcester, MA 01605","425 Lake Ave N, SUITE 201, Worcester, Worcester, MA, US",,MapQuest,address
42.261925,-71.798156,"110 Front St., Suite #102, Worcester, MA 01608","110 Front St, SUITE #102, Worcester, Worcester, MA, US",,MapQuest,address
42.250882,-71.779763,"500 Grafton St, Worcester, MA 01604","500 Grafton St, Worcester, Worcester, MA, US",,MapQuest,address
42.29339,-71.777519,"481 Lincoln Street, Worcester, MA 01605","481 Lincoln St, Worcester, Worcester, MA, US",,MapQuest,address
42.257449,-71.822876,"400 Park Ave., Worcester, MA 01610","400 Park Ave, Worcester, Worcester, MA, US",,MapQuest,address
42.238798,-71.844789,"115 Stafford St, Worcester, MA 01603","115 Stafford St, Worcester, Worcester, MA, US",,MapQuest,address
42.289789,-71.806746,"44 W. Boylston St, Worcester, MA 01605","44 W Boylston St, Worcester, Worcester, MA, US",,MapQuest,address
42.244188,-71.829417,"50 Cambridge Street, Worcester, MA 01610","50 Cambridge St, Worcester, Worcester, MA, US",,MapQuest,address
42.323894,-71.798005,"72 Pullman Road, Worcester, MA 01606","72 Pullman St, Worcester, Worcester, MA, US",,MapQuest,address
42.26832,-71.840984,"486 Chandler Street, Worcester, MA 01602","486 Chandler St, Worcester, Worcester, MA, US",,MapQuest,address
42.262375,-71.79956,"100 Front St, Worcester, MA 01608","100 Front St, Worcester, Worcester, MA, US",,MapQuest,address
